__id,pr_0,w_pr_0,kc_0,in_deg_0,out_deg_0,tri_0,pr_1,w_pr_1,spath_top_1_0,spath_top_1_1,spath_top_1_2,spath_top_1_3,spath_top_1_4,spath_top_min_1,w_spath_top_1_0,w_spath_top_1_1,w_spath_top_1_2,w_spath_top_1_3,w_spath_top_1_4,w_spath_top_min_1,spath_top_2_0,spath_top_2_1,spath_top_2_2,spath_top_2_3,spath_top_2_4,spath_top_min_2,w_spath_top_2_0,w_spath_top_2_1,w_spath_top_2_2,w_spath_top_2_3,w_spath_top_2_4,w_spath_top_min_2
b0d60e6b-6a11-888b-4638-ead114551239,0.24562499999999998,0.38587499999999997,3,3,0,0,0.6855296149102937,0.38587499999999997,4.0,2.0,4.0,4.0,3.0,2.0,16.0,10.0,10.0,10.0,14.0,10.0,4.0,2.0,4.0,4.0,3.0,2.0,16.0,10.0,10.0,10.0,14.0,10.0
89aed92f-6229-c4b1-0fe3-554bab936d7f,0.160625,0.15,1,1,0,0,0.2596476890500357,0.15,5.0,5.0,5.0,5.0,4.0,4.0,19.0,13.0,11.0,12.0,18.0,11.0,5.0,5.0,5.0,5.0,4.0,4.0,19.0,13.0,11.0,12.0,18.0,11.0
f733f957-ed74-4d2e-9b44-39bcbe1f8aba,0.45368181818181813,0.7683830537167969,3,9,0,0,1.6802737726727144,0.8031255956592774,6.0,5.0,6.0,5.0,6.0,5.0,19.0,14.0,13.0,14.0,18.0,13.0,6.0,5.0,6.0,5.0,6.0,5.0,19.0,14.0,13.0,14.0,18.0,13.0
9bdc2c0e-34d8-4d79-9b22-05c3cc9e1f0f,0.16466931623773073,0.27749999999999997,2,2,0,0,0.381995067186319,0.27749999999999997,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0
a682a660-dda4-de6b-8915-ead3e735358f,1.4818780662932418,0.9999999992146895,5,129,0,58,9.096368935623337,0.9999999992146895,2.0,3.0,3.0,3.0,3.0,2.0,15.0,10.0,8.0,9.0,14.0,8.0,2.0,3.0,3.0,3.0,3.0,2.0,15.0,10.0,8.0,9.0,14.0,8.0
cf5f5b8e-57e4-40f4-8614-d479fce7f6a3,0.15818266077427612,0.15,1,1,0,0,0.23768809238010707,0.15,3.0,3.0,5.0,5.0,4.0,3.0,18.0,16.0,15.0,15.0,20.0,15.0,3.0,3.0,5.0,5.0,4.0,3.0,18.0,16.0,15.0,15.0,20.0,15.0
8e1acba4-f90f-45c2-9860-a6112c4a5dba,0.15864966643411066,0.27749999999999997,2,2,0,0,0.5315588743966286,0.27749999999999997,3.0,3.0,3.0,4.0,4.0,3.0,22.0,17.0,13.0,17.0,20.0,13.0,3.0,3.0,3.0,4.0,4.0,3.0,22.0,17.0,13.0,17.0,20.0,13.0
e7043491-7474-b2cd-6d49-d646acbf1a17,0.3498996664341106,0.7275094749609375,4,8,0,0,1.46693556393157,0.7275094749609375,3.0,3.0,3.0,4.0,4.0,3.0,19.0,15.0,13.0,14.0,18.0,13.0,3.0,3.0,3.0,4.0,4.0,3.0,19.0,15.0,13.0,14.0,18.0,13.0
6e8f9dc9-47f6-f683-4323-79f8bbaae584,0.30300000000000005,0.47799375,3,4,0,0,0.8520814687702019,0.47799375,4.0,4.0,5.0,5.0,4.0,4.0,27.0,22.0,19.0,21.0,26.0,19.0,4.0,4.0,5.0,5.0,4.0,4.0,27.0,22.0,19.0,21.0,26.0,19.0
478ee642-27f2-c310-1d00-3557fad5f036,1.077594883568648,0.9999841332876445,5,68,0,15,5.881952307426872,0.9999865132944978,3.0,3.0,3.0,3.0,2.0,2.0,15.0,9.0,9.0,10.0,14.0,9.0,3.0,3.0,3.0,3.0,2.0,2.0,15.0,9.0,9.0,10.0,14.0,9.0
57b5aeb9-c3d6-4733-8f34-a07ecf7ca625,0.9933588347766452,0.9719962387914384,5,19,0,2,2.608951651833713,0.9612404689154856,3.0,4.0,3.0,5.0,4.0,3.0,20.0,14.0,14.0,13.0,17.0,13.0,3.0,4.0,3.0,5.0,4.0,3.0,20.0,14.0,14.0,13.0,17.0,13.0
475fcfa4-9e9d-a5d7-0c00-073e5b045d9c,0.5686249999999999,0.8031255956592774,3,10,0,0,1.9052591324825994,0.8031255956592774,5.0,4.0,5.0,5.0,4.0,4.0,18.0,13.0,10.0,12.0,16.0,10.0,5.0,4.0,5.0,5.0,4.0,4.0,18.0,13.0,10.0,12.0,16.0,10.0
8e61f1c8-5310-427d-9db0-f41c50563dc6,0.16422153202130282,0.38587499999999997,3,3,0,0,0.49642742975663046,0.38587499999999997,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0
b40b551f-c554-4ce1-ab3e-c55e54e9853d,0.3277916666666667,0.47799375,3,4,0,0,1.129085310684608,0.47799375,7.0,7.0,7.0,7.0,7.0,7.0,36.0,30.0,30.0,30.0,33.0,30.0,7.0,7.0,7.0,7.0,7.0,7.0,36.0,30.0,30.0,30.0,33.0,30.0
931d35dd-0635-d4df-f47e-46ccf7a8ae28,0.46874999999999994,0.7683830537167969,3,9,0,0,1.5901790909402422,0.7683830537167969,5.0,6.0,7.0,7.0,6.0,5.0,27.0,20.0,20.0,20.0,24.0,20.0,5.0,6.0,7.0,7.0,6.0,5.0,27.0,20.0,20.0,20.0,24.0,20.0
b355a650-2401-745f-3392-ac07528749c5,0.4864463495963495,0.8790945064342538,5,13,0,2,1.9126540763417899,0.8790945064342538,5.0,4.0,5.0,5.0,4.0,4.0,20.0,15.0,13.0,13.0,18.0,13.0,5.0,4.0,5.0,5.0,4.0,4.0,20.0,15.0,13.0,13.0,18.0,13.0
d8e7418e-a8da-6ff7-0feb-db90576017fa,0.5601092562764493,0.9544005516652773,5,19,0,2,1.954605801862294,0.9612404689154856,3.0,3.0,3.0,5.0,4.0,3.0,17.0,12.0,10.0,12.0,16.0,10.0,3.0,3.0,3.0,5.0,4.0,3.0,17.0,12.0,10.0,12.0,16.0,10.0
35a58317-27ef-5963-4c12-820b06e341fb,0.6839613341949786,0.9998884525003419,5,56,0,22,4.1654292203170025,0.9998884525003419,2.0,3.0,3.0,3.0,3.0,2.0,15.0,11.0,7.0,9.0,14.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,15.0,11.0,7.0,9.0,14.0,7.0
1b60135e-346c-a156-732f-8b44e3d502b5,0.15143539291192248,0.15,1,1,0,0,0.2618338307449745,0.15,3.0,3.0,5.0,4.0,4.0,3.0,24.0,18.0,18.0,19.0,23.0,18.0,3.0,3.0,5.0,4.0,4.0,3.0,24.0,18.0,18.0,19.0,23.0,18.0
c5da2d13-fa95-8e25-9e2e-7b29733c418f,0.3625,0.5562946875,3,5,0,0,1.0624300438171543,0.5562946875,5.0,5.0,5.0,5.0,5.0,5.0,19.0,14.0,11.0,13.0,18.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,14.0,11.0,13.0,18.0,11.0
0cd830a3-d7a0-3f6e-64f6-b3c18bdd1157,0.21374999999999997,0.38587499999999997,3,3,0,0,0.5370561432166088,0.38587499999999997,5.0,5.0,5.0,5.0,6.0,5.0,18.0,12.0,13.0,12.0,17.0,12.0,5.0,5.0,5.0,5.0,6.0,5.0,18.0,12.0,13.0,12.0,17.0,12.0
568ded37-97e0-abf6-39da-835dc90751da,0.28002412050812014,0.47799375,3,4,0,0,0.7681865631663201,0.47799375,3.0,4.0,4.0,4.0,4.0,3.0,23.0,17.0,15.0,17.0,17.0,15.0,3.0,4.0,4.0,4.0,4.0,3.0,23.0,17.0,15.0,17.0,17.0,15.0
8bb8f294-4617-2031-5d2e-8ca53ffb71dd,1.6910507280042437,0.9999998789249325,5,98,0,28,8.463366793727483,0.9999998970861926,3.0,2.0,3.0,3.0,2.0,2.0,15.0,10.0,10.0,10.0,14.0,10.0,3.0,2.0,3.0,3.0,2.0,2.0,15.0,10.0,10.0,10.0,14.0,10.0
284b187e-a175-420d-a2fc-ee439eaf6264,0.6715971945098979,0.9368865766993457,5,17,0,6,2.0199613620855685,0.9463535901944439,3.0,4.0,3.0,3.0,4.0,3.0,15.0,11.0,9.0,9.0,9.0,9.0,3.0,4.0,3.0,3.0,4.0,3.0,15.0,11.0,9.0,9.0,9.0,9.0
0d3e520d-46b6-4258-96ac-777ec81aef93,0.2775,0.38587499999999997,3,3,0,0,1.0,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
cdabb6f7-7de9-29ea-515e-6fac33f63a45,0.9370717161601717,0.9971220627149744,5,36,0,11,3.3264998462753286,0.9975537533077282,3.0,2.0,1.0,3.0,3.0,1.0,17.0,10.0,11.0,10.0,12.0,10.0,3.0,2.0,1.0,3.0,3.0,1.0,17.0,10.0,11.0,10.0,12.0,10.0
4c9030c0-63ec-d77f-2e97-aa1d045c6729,0.19249999999999998,0.38587499999999997,3,3,0,0,0.525064173389568,0.38587499999999997,6.0,6.0,5.0,6.0,6.0,5.0,20.0,12.0,13.0,13.0,18.0,12.0,6.0,6.0,5.0,6.0,6.0,5.0,20.0,12.0,13.0,13.0,18.0,12.0
60e93132-b566-356b-c247-9a5e72cb7ac6,0.5155,0.857758242863828,4,12,0,0,1.778232879759834,0.857758242863828,5.0,5.0,5.0,5.0,5.0,5.0,19.0,13.0,12.0,12.0,17.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,13.0,12.0,12.0,17.0,12.0
b09947a6-a066-c2f3-8169-8e6f9e3c1f11,0.6561196889533983,0.9257489137639361,5,16,0,0,2.156602561996058,0.9257489137639361,3.0,3.0,3.0,3.0,3.0,3.0,17.0,11.0,10.0,11.0,16.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,11.0,10.0,11.0,16.0,10.0
5f1ddc58-2d97-2c4d-2075-3c3bdc70eb70,0.3139837662337662,0.8326567563103858,5,11,0,0,1.4770374408321167,0.8326567563103858,4.0,4.0,5.0,5.0,5.0,4.0,17.0,12.0,10.0,11.0,16.0,10.0,4.0,4.0,5.0,5.0,5.0,4.0,17.0,12.0,10.0,11.0,16.0,10.0
88bda0e2-3308-2a52-5762-209877cceb08,0.19220409968331478,0.47799375,4,4,0,2,0.5844312629472039,0.47799375,5.0,4.0,5.0,5.0,5.0,4.0,22.0,15.0,15.0,15.0,19.0,15.0,5.0,4.0,5.0,5.0,5.0,4.0,22.0,15.0,15.0,15.0,19.0,15.0
39526fdc-a834-14e7-cc06-4fd806aee241,0.22225,0.47799375,3,4,0,0,0.7072979610765674,0.47799375,3.0,4.0,4.0,3.0,4.0,3.0,18.0,11.0,10.0,11.0,14.0,10.0,3.0,4.0,4.0,3.0,4.0,3.0,18.0,11.0,10.0,11.0,14.0,10.0
6a23eaa5-40a9-4a7c-956d-780a3475db6d,0.20536208176691728,0.27749999999999997,2,2,0,0,0.34757236970804445,0.27749999999999997,3.0,5.0,3.0,5.0,4.0,3.0,19.0,14.0,14.0,13.0,18.0,13.0,3.0,5.0,3.0,5.0,4.0,3.0,19.0,14.0,14.0,13.0,18.0,13.0
bff8ec84-95de-4aff-ab51-a5977a5fc0c8,0.24632321428571433,0.47799375,4,4,0,2,0.6752039384074389,0.47799375,5.0,5.0,5.0,5.0,5.0,5.0,23.0,16.0,15.0,16.0,19.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,16.0,15.0,16.0,19.0,15.0
7a471674-2f90-a66d-b5dc-2fced538e95e,0.15194901930261515,0.38587499999999997,3,3,0,0,0.6339227631189497,0.38587499999999997,3.0,4.0,5.0,5.0,5.0,3.0,24.0,18.0,18.0,16.0,23.0,16.0,3.0,4.0,5.0,5.0,5.0,3.0,24.0,18.0,18.0,16.0,23.0,16.0
7a8e0cf5-15de-2772-d0b3-b374fbd8b96f,0.235,0.47799375,4,4,0,0,0.6342897548754877,0.47799375,5.0,5.0,5.0,5.0,4.0,4.0,17.0,10.0,12.0,12.0,16.0,10.0,5.0,5.0,5.0,5.0,4.0,4.0,17.0,10.0,12.0,12.0,16.0,10.0
1cd4d9bb-c363-e83e-d839-fe661d50690e,0.15,0.0,1,0,1,0,0.3696832227383579,0.15,4.0,5.0,6.0,6.0,6.0,4.0,31.0,25.0,25.0,27.0,29.0,25.0,4.0,5.0,6.0,6.0,6.0,4.0,31.0,25.0,25.0,27.0,29.0,25.0
e2a71e40-2cf5-47ae-af29-483302da9bf9,0.19781249999999997,0.38587499999999997,3,3,0,0,0.5864113481069585,0.38587499999999997,5.0,5.0,6.0,7.0,6.0,5.0,22.0,18.0,16.0,15.0,20.0,15.0,5.0,5.0,6.0,7.0,6.0,5.0,22.0,18.0,16.0,15.0,20.0,15.0
e130487b-123d-7b06-57ff-d2be1b5eb7a4,0.23500000000000001,0.27749999999999997,2,2,0,0,0.6204424564843416,0.27749999999999997,6.0,6.0,6.0,6.0,6.0,6.0,21.0,16.0,14.0,16.0,18.0,14.0,6.0,6.0,6.0,6.0,6.0,6.0,21.0,16.0,14.0,16.0,18.0,14.0
a1b98acd-140a-e731-6a0f-a729f681204e,0.21374999999999997,0.38587499999999997,3,3,0,0,0.7791744868707667,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
83125aad-ad4b-457e-e83b-d725d520a513,0.7070075757575758,0.9126457808987484,5,15,0,0,2.571192839805973,0.9388520466291239,5.0,5.0,5.0,5.0,6.0,5.0,17.0,13.0,12.0,12.0,17.0,12.0,5.0,5.0,5.0,5.0,6.0,5.0,17.0,13.0,12.0,12.0,17.0,12.0
4194e74e-b926-4618-b715-0824d95a0f24,0.1659375,0.15,3,1,3,1,0.8087874268586555,0.47799375,4.0,5.0,5.0,5.0,4.0,4.0,25.0,21.0,20.0,17.0,23.0,17.0,4.0,5.0,5.0,5.0,4.0,4.0,25.0,21.0,20.0,17.0,23.0,17.0
ef1c2c58-3a8c-e680-9c53-7e8f85c4177a,1.4869949299047407,0.9999865132944978,5,69,0,17,6.696048550218727,0.9999865132944978,2.0,3.0,3.0,3.0,3.0,2.0,15.0,10.0,9.0,11.0,13.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,15.0,10.0,9.0,11.0,13.0,9.0
eabf9293-5251-4f51-ac53-9f444150e182,0.15758598290439738,0.38587499999999997,3,3,0,0,0.4441661578337771,0.38587499999999997,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,15.0,10.0,16.0,18.0,10.0
2b222b77-fc4f-b6f9-f03c-82c341c46598,0.16233870967741937,0.38587499999999997,3,3,0,0,0.4878839282173057,0.38587499999999997,5.0,5.0,5.0,6.0,6.0,5.0,20.0,13.0,13.0,13.0,18.0,13.0,5.0,5.0,5.0,6.0,6.0,5.0,20.0,13.0,13.0,13.0,18.0,13.0
5c44755a-a8e3-2474-eddd-fd7aae15fc42,0.27749999999999997,0.15,1,1,0,0,1.0,1.0,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
060416ba-49d6-451e-d9ae-11a294c3eb7f,0.20925185005883035,0.47799375,3,4,0,0,0.7992871793559635,0.47799375,3.0,3.0,4.0,4.0,4.0,3.0,17.0,13.0,13.0,10.0,17.0,10.0,3.0,3.0,4.0,4.0,4.0,3.0,17.0,13.0,13.0,10.0,17.0,10.0
f86e183f-ebd7-f540-cce3-63ebe4973805,0.38893279484407217,0.857758242863828,5,12,0,3,1.1285158974739358,0.857758242863828,4.0,4.0,3.0,5.0,4.0,3.0,19.0,14.0,13.0,12.0,18.0,12.0,4.0,4.0,3.0,5.0,4.0,3.0,19.0,14.0,13.0,12.0,18.0,12.0
bb29b7d9-31fe-697f-7bb9-ad01da6c51f3,0.3212142857142857,0.5562946875,3,5,0,0,0.925665033661626,0.5562946875,4.0,4.0,4.0,4.0,4.0,4.0,19.0,13.0,12.0,13.0,18.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,19.0,13.0,12.0,13.0,18.0,12.0
04ef92e8-bd10-4ddc-803b-0aaa531dd906,0.7441252497502496,0.9875745823817799,5,27,339,395,33.04913052528697,0.9999999999999997,2.0,3.0,3.0,3.0,3.0,2.0,17.0,11.0,10.0,11.0,13.0,10.0,2.0,3.0,3.0,3.0,3.0,2.0,17.0,11.0,10.0,11.0,13.0,10.0
8aede7bc-e327-0b5d-6141-2ecf28875b30,0.31999999999999995,0.47799375,3,4,0,0,0.8397674537468751,0.5562946875,6.0,5.0,6.0,6.0,4.0,4.0,16.0,14.0,13.0,13.0,18.0,13.0,6.0,5.0,6.0,6.0,4.0,4.0,16.0,14.0,13.0,13.0,18.0,13.0
a6307f7e-d5c0-4e5a-9993-bc2b5ff82b32,0.1502534402030664,0.15,1,1,0,0,0.3502028329708543,0.15,3.0,4.0,4.0,5.0,4.0,3.0,24.0,17.0,16.0,17.0,20.0,16.0,3.0,4.0,4.0,5.0,4.0,3.0,24.0,17.0,16.0,17.0,20.0,16.0
b7838a7e-58ae-42b6-a876-f1c2a1c22a6e,0.43780219017094013,0.67942291171875,3,7,0,0,1.4092237249616568,0.67942291171875,5.0,5.0,5.0,5.0,5.0,5.0,23.0,16.0,18.0,18.0,21.0,16.0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,16.0,18.0,18.0,21.0,16.0
0ffe95fa-1a09-824a-9ee4-8667b7bbb333,0.1755,0.15,1,1,0,0,0.2750620941385889,0.15,5.0,5.0,3.0,4.0,5.0,3.0,20.0,12.0,14.0,13.0,17.0,12.0,5.0,5.0,3.0,4.0,5.0,3.0,20.0,12.0,14.0,13.0,17.0,12.0
21e7f336-93b3-6907-8ca2-972647042b94,0.2937518770856507,0.5562946875,3,5,0,0,0.8594402284487188,0.5562946875,3.0,3.0,3.0,3.0,4.0,3.0,22.0,18.0,17.0,19.0,21.0,17.0,3.0,3.0,3.0,3.0,4.0,3.0,22.0,18.0,17.0,19.0,21.0,17.0
e4a2bf69-5cc6-6434-ec94-1922cc32e1b6,0.17124999999999999,0.15,1,1,0,0,0.3450061033612654,0.15,5.0,6.0,6.0,5.0,6.0,5.0,21.0,16.0,17.0,16.0,20.0,16.0,5.0,6.0,6.0,5.0,6.0,5.0,21.0,16.0,17.0,16.0,20.0,16.0
75256ac7-38a0-1aca-6010-e86b0a667ede,0.3749676315291864,0.9797672825268142,5,24,0,8,2.0894613896359258,0.9797672825268142,3.0,3.0,3.0,3.0,3.0,3.0,17.0,12.0,11.0,11.0,14.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,12.0,11.0,11.0,14.0,11.0
3b25f709-c02f-4463-832a-be615502ef11,0.4209070352835203,0.7683830537167969,3,9,0,0,1.2690710881224019,0.7683830537167969,3.0,4.0,3.0,3.0,4.0,3.0,21.0,16.0,16.0,15.0,21.0,15.0,3.0,4.0,3.0,3.0,4.0,3.0,21.0,16.0,16.0,15.0,21.0,15.0
4bdc7525-7036-402d-b0c8-5caabb941d40,0.1925,0.15,5,1,21,1,2.8841785313397117,0.9761968029727226,3.0,4.0,4.0,4.0,4.0,3.0,21.0,17.0,14.0,17.0,20.0,14.0,3.0,4.0,4.0,4.0,4.0,3.0,21.0,17.0,14.0,17.0,20.0,14.0
1b076e2b-2b62-0b63-c432-403af46542fe,0.1682142857142857,0.15,1,1,0,0,0.3309734969771746,0.15,4.0,4.0,4.0,4.0,4.0,4.0,16.0,11.0,12.0,12.0,17.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,11.0,12.0,12.0,17.0,11.0
5039803b-1fa2-0cce-5163-0afd66e07260,0.2630113636363637,0.5562946875,4,5,0,0,0.7464380780423755,0.5562946875,3.0,4.0,3.0,4.0,4.0,3.0,17.0,12.0,8.0,11.0,16.0,8.0,3.0,4.0,3.0,4.0,4.0,3.0,17.0,12.0,8.0,11.0,16.0,8.0
b9ee3327-062e-9337-eea8-77cdc86cb19e,0.15369907407407407,0.15,1,1,0,0,0.38153069252896293,0.15,5.0,5.0,5.0,5.0,6.0,5.0,31.0,26.0,26.0,25.0,29.0,25.0,5.0,5.0,5.0,5.0,6.0,5.0,31.0,26.0,26.0,25.0,29.0,25.0
b4310984-2ee7-445e-6452-d1ffecbcc661,0.2862278991025411,0.7683830537167969,5,9,0,2,0.8882028979916274,0.7683830537167969,3.0,4.0,3.0,3.0,4.0,3.0,17.0,13.0,10.0,12.0,15.0,10.0,3.0,4.0,3.0,3.0,4.0,3.0,17.0,13.0,10.0,12.0,15.0,10.0
2177e4e4-c2a3-1658-6136-d0dc63325dc8,0.15203924459066892,0.15,1,1,0,0,0.2223241053387761,0.15,4.0,4.0,3.0,3.0,4.0,3.0,23.0,19.0,16.0,15.0,18.0,15.0,4.0,4.0,3.0,3.0,4.0,3.0,23.0,19.0,16.0,15.0,18.0,15.0
e45230fa-808c-62dc-f278-040c8eaf67a8,0.6549432583388832,0.7683830537167969,4,9,0,2,1.8172721372241833,0.8378681376017578,3.0,5.0,5.0,5.0,5.0,3.0,19.0,13.0,12.0,13.0,17.0,12.0,3.0,5.0,5.0,5.0,5.0,3.0,19.0,13.0,12.0,13.0,17.0,12.0
00f9c181-c0f2-4a50-bec8-fa001d360dea,0.15070055750338754,0.15,1,1,0,0,0.2195245068498497,0.15,3.0,4.0,3.0,3.0,4.0,3.0,21.0,16.0,15.0,16.0,19.0,15.0,3.0,4.0,3.0,3.0,4.0,3.0,21.0,16.0,15.0,16.0,19.0,15.0
b36cc2dd-7346-455e-a84b-a3b36c1f2d31,0.190225,0.27749999999999997,2,2,0,0,0.4434577133471298,0.27749999999999997,5.0,5.0,5.0,6.0,5.0,5.0,29.0,23.0,22.0,23.0,26.0,22.0,5.0,5.0,5.0,6.0,5.0,5.0,29.0,23.0,22.0,23.0,26.0,22.0
552d87aa-d6aa-4175-b472-bd56069aad15,0.40499999999999997,0.622850484375,3,6,0,0,1.4416510262584659,0.622850484375,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
dd0058cd-767a-4da0-8866-348e8e648a37,0.22514976708074533,0.47799375,4,4,0,2,0.5893642704332972,0.47799375,4.0,4.0,5.0,5.0,3.0,3.0,20.0,14.0,12.0,14.0,18.0,12.0,4.0,4.0,5.0,5.0,3.0,3.0,20.0,14.0,12.0,14.0,18.0,12.0
d82406e8-d877-e35e-e878-8646fbcedeaf,0.26358670852709504,0.7275094749609375,5,8,0,0,0.9301846771892284,0.7275094749609375,4.0,4.0,3.0,3.0,4.0,3.0,16.0,11.0,12.0,10.0,15.0,10.0,4.0,4.0,3.0,3.0,4.0,3.0,16.0,11.0,12.0,10.0,15.0,10.0
5d2b0968-7d1e-497f-9d2d-a215dab8e6f5,0.32937023841531204,0.857758242863828,5,12,0,2,1.2594703109249688,0.857758242863828,3.0,3.0,3.0,3.0,4.0,3.0,18.0,12.0,10.0,12.0,15.0,10.0,3.0,3.0,3.0,3.0,4.0,3.0,18.0,12.0,10.0,12.0,15.0,10.0
2c62a9bc-056b-4a64-b1cf-16ebeae06128,0.1748439967205343,0.5562946875,4,5,0,0,0.7304135170319176,0.5562946875,1.0,3.0,3.0,3.0,3.0,1.0,19.0,13.0,10.0,13.0,18.0,10.0,1.0,3.0,3.0,3.0,3.0,1.0,19.0,13.0,10.0,13.0,18.0,10.0
cfb1c391-861d-a9d9-48d5-10bcfc4aaf14,0.1755,0.15,1,1,0,0,0.3421264860333232,0.15,5.0,5.0,5.0,5.0,4.0,4.0,18.0,13.0,12.0,12.0,17.0,12.0,5.0,5.0,5.0,5.0,4.0,4.0,18.0,13.0,12.0,12.0,17.0,12.0
3e7192f9-9596-0061-d951-4cf7d44e0745,0.1856342443249701,0.27749999999999997,2,2,0,0,0.38034086072164486,0.27749999999999997,5.0,5.0,4.0,5.0,5.0,4.0,27.0,23.0,21.0,22.0,24.0,21.0,5.0,5.0,4.0,5.0,5.0,4.0,27.0,23.0,21.0,22.0,24.0,21.0
f6ffc659-8e7c-b288-491a-3556e1566e62,0.181875,0.15,1,1,0,0,0.327336329286715,0.15,6.0,6.0,5.0,6.0,5.0,5.0,23.0,16.0,14.0,14.0,20.0,14.0,6.0,6.0,5.0,6.0,5.0,5.0,23.0,16.0,14.0,14.0,20.0,14.0
8d4ed4eb-c1cc-b518-cd57-26cc71a7ea5f,0.15660404029589714,0.15,1,1,0,0,0.2599786251924758,0.15,3.0,4.0,3.0,4.0,4.0,3.0,18.0,15.0,14.0,15.0,18.0,14.0,3.0,4.0,3.0,4.0,4.0,3.0,18.0,15.0,14.0,15.0,18.0,14.0
b0cb9a9a-49b9-49e6-0937-430025a7b8df,0.36861320313524076,0.857758242863828,5,12,0,2,1.0867994169662958,0.857758242863828,3.0,3.0,3.0,3.0,3.0,3.0,17.0,11.0,10.0,11.0,15.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,11.0,10.0,11.0,15.0,10.0
5948febf-ff1b-f2be-304b-e8cdfa8dfc6b,0.2832224420858689,0.47799375,4,4,0,0,0.5689124374080576,0.47799375,4.0,3.0,3.0,3.0,4.0,3.0,17.0,12.0,10.0,11.0,15.0,10.0,4.0,3.0,3.0,3.0,4.0,3.0,17.0,12.0,10.0,11.0,15.0,10.0
e5e5ca65-182b-4795-b8a7-ffeaace9cb88,0.2775,0.38587499999999997,3,3,0,0,1.0,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
1c915cc5-f58f-4000-9666-3cfbe727023e,0.1559575892857143,0.15,1,1,0,0,0.27100464238163663,0.15,5.0,4.0,5.0,5.0,4.0,4.0,29.0,24.0,21.0,24.0,25.0,21.0,5.0,4.0,5.0,5.0,4.0,4.0,29.0,24.0,21.0,24.0,25.0,21.0
8d1f28d5-b894-4761-97fa-864ed0564043,0.2775,0.38587499999999997,3,3,0,0,1.0,0.38587499999999997,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
2572e714-8f03-4623-91fb-524c4509a302,1.507322522260779,0.9999579299145347,5,62,0,16,6.001262447046128,0.9999579299145347,3.0,3.0,3.0,3.0,4.0,3.0,16.0,11.0,9.0,9.0,15.0,9.0,3.0,3.0,3.0,3.0,4.0,3.0,16.0,11.0,9.0,9.0,15.0,9.0
ce849077-98d0-87fb-ab2f-b3097cb752eb,0.21374999999999997,0.38587499999999997,3,3,0,0,0.5202996903480197,0.38587499999999997,5.0,4.0,5.0,5.0,4.0,4.0,18.0,14.0,14.0,14.0,17.0,14.0,5.0,4.0,5.0,5.0,4.0,4.0,18.0,14.0,14.0,14.0,17.0,14.0
